Year,StateAbbreviation,OFFICE NAME,Candidate,PARTY,Votes,Percent,VOTER REGISTRATION COUNT,TURNOUT
2020,TX,"DISTRICT ATTORNEY, 8TH JUDICIAL DISTRICT",WILL RAMSAY (I),REP,20051,100%,"16,955,519",0.12%
2020,TX,"DISTRICT ATTORNEY, 9TH JUDICIAL DISTRICT",BRETT W. LIGON (I),REP,215259,100%,"16,955,519",1.27%
2020,TX,"DISTRICT ATTORNEY, 18TH JUDICIAL DISTRICT",DALE HANNA (I),REP,63131,100%,"16,955,519",0.37%
2020,TX,"DISTRICT ATTORNEY, 21ST JUDICIAL DISTRICT",JULIE RENKEN (I),REP,14361,100%,"16,955,519",0.08%
2020,TX,"DISTRICT ATTORNEY, 23RD JUDICIAL DISTRICT",STEVEN E. REIS (I),DEM,8278,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 24TH JUDICIAL DISTRICT",ROBERT C. &QUOT;ROB&QUOT; LASSMANN (I),REP,12402,100%,"16,955,519",0.07%
2020,TX,"DISTRICT ATTORNEY, 26TH JUDICIAL DISTRICT",SHAWN DICK (I),REP,164221,100%,"16,955,519",0.97%
2020,TX,"DISTRICT ATTORNEY, 27TH JUDICIAL DISTRICT",HENRY GARZA (I),REP,105708,100%,"16,955,519",0.62%
2020,TX,"DISTRICT ATTORNEY, 29TH JUDICIAL DISTRICT",KRISTE BURNETT (I),REP,10705,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 31ST JUDICIAL DISTRICT",FRANKLIN MCDONOUGH (I),REP,12225,100%,"16,955,519",0.07%
2020,TX,"DISTRICT ATTORNEY, 32ND JUDICIAL DISTRICT",RICKY NOLAN THOMPSON (I),REP,8471,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",WILEY B. &QUOT;SONNY&QUOT; MCAFEE (I),REP,39565,100%,"16,955,519",0.23%
2020,TX,"DISTRICT ATTORNEY, 34TH JUDICIAL DISTRICT",YVONNE ROSALES,DEM,202294,100%,"16,955,519",1.19%
2020,TX,"DISTRICT ATTORNEY, 35TH JUDICIAL DISTRICT",MICHEAL MURRAY (I),REP,16220,100%,"16,955,519",0.1%
2020,TX,"DISTRICT ATTORNEY, 36TH JUDICIAL DISTRICT",SAMUEL SMITH JR (I),REP,19310,100%,"16,955,519",0.11%
2020,TX,"DISTRICT ATTORNEY, 38TH JUDICIAL DISTRICT",CHRISTINA MITCHELL BUSBEE,REP,9366,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 39TH JUDICIAL DISTRICT",MIKE FOUTS (I),DEM,2644,100%,"16,955,519",0.02%
2020,TX,"DISTRICT ATTORNEY, 42ND JUDICIAL DISTRICT",HEATH HEMPHILL (I),REP,3794,100%,"16,955,519",0.02%
2020,TX,"DISTRICT ATTORNEY, 43RD JUDICIAL DISTRICT",JEFF SWAIN,REP,65793,100%,"16,955,519",0.39%
2020,TX,"DISTRICT ATTORNEY, 46TH JUDICIAL DISTRICT",STALEY HEATLY (I),DEM,4348,100%,"16,955,519",0.03%
2020,TX,"DISTRICT ATTORNEY, 47TH JUDICIAL DISTRICT",RANDALL C. SIMS (I),REP,27042,100%,"16,955,519",0.16%
2020,TX,"DISTRICT ATTORNEY, 49TH JUDICIAL DISTRICT",ISIDRO R. ALANIZ (I),DEM,58081,100%,"16,955,519",0.34%
2020,TX,"DISTRICT ATTORNEY, 50TH JUDICIAL DISTRICT",HUNTER BROOKS (I),REP,3508,100%,"16,955,519",0.02%
2020,TX,"DISTRICT ATTORNEY, 51ST JUDICIAL DISTRICT",ALLISON PALMER (I),REP,39154,100%,"16,955,519",0.23%
2020,TX,"DISTRICT ATTORNEY, 52ND JUDICIAL DISTRICT",DUSTY BOYD (I),REP,18304,100%,"16,955,519",0.11%
2020,TX,"DISTRICT ATTORNEY, 53RD JUDICIAL DISTRICT",MARTIN HARRY,REP,171469,30.16%,"16,955,519",3.35%
2020,TX,"DISTRICT ATTORNEY, 53RD JUDICIAL DISTRICT",JOSE GARZA (I),DEM,396970,69.84%,"16,955,519",3.35%
2020,TX,"DISTRICT ATTORNEY, 63RD JUDICIAL DISTRICT",SUZANNE WEST,REP,12799,100%,"16,955,519",0.08%
2020,TX,"DISTRICT ATTORNEY, 64TH JUDICIAL DISTRICT",WALLY HATCH (I),REP,7988,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 66TH JUDICIAL DISTRICT",MARK PRATT (I),REP,12869,100%,"16,955,519",0.08%
2020,TX,"DISTRICT ATTORNEY, 69TH JUDICIAL DISTRICT",ERIN LANDS,REP,9576,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 70TH JUDICIAL DISTRICT",DUSTY GALLIVAN,REP,36677,100%,"16,955,519",0.22%
2020,TX,"DISTRICT ATTORNEY, 76TH JUDICIAL DISTRICT",DAVID COLLEY,REP,12313,100%,"16,955,519",0.07%
2020,TX,"DISTRICT ATTORNEY, 79TH JUDICIAL DISTRICT",CARLOS OMAR GARCIA (I),DEM,11457,100%,"16,955,519",0.07%
2020,TX,"DISTRICT ATTORNEY, 81ST JUDICIAL DISTRICT",AUDREY GOSSETT LOUIS (I),REP,45411,100%,"16,955,519",0.27%
2020,TX,"DISTRICT ATTORNEY, 83RD JUDICIAL DISTRICT",ORI TUCKER WHITE,REP,9383,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 84TH JUDICIAL DISTRICT",MARK W. SNIDER (I),REP,10024,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 85TH JUDICIAL DISTRICT",JARVIS PARSONS (I),REP,63004,100%,"16,955,519",0.37%
2020,TX,"DISTRICT ATTORNEY, 88TH JUDICIAL DISTRICT",REBECCA R. WALTON (I),REP,23709,100%,"16,955,519",0.14%
2020,TX,"DISTRICT ATTORNEY, 90TH JUDICIAL DISTRICT",DEE PEAVY (I),REP,10603,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 97TH JUDICIAL DISTRICT",CASEY POLHEMUS (I),REP,18743,100%,"16,955,519",0.11%
2020,TX,"DISTRICT ATTORNEY, 100TH JUDICIAL DISTRICT",LUKE MCLEAN INMAN (I),REP,8505,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 105TH JUDICIAL DISTRICT",JON WEST,REP,59980,48.84%,"16,955,519",0.72%
2020,TX,"DISTRICT ATTORNEY, 105TH JUDICIAL DISTRICT",MARK A GONZALEZ (I),DEM,62831,51.16%,"16,955,519",0.72%
2020,TX,"DISTRICT ATTORNEY, 106TH JUDICIAL DISTRICT",PHILIP MACK FURLOW (I),REP,11693,100%,"16,955,519",0.07%
2020,TX,"DISTRICT ATTORNEY, 109TH JUDICIAL DISTRICT",AMANDA NAVARETTE (I),REP,3209,100%,"16,955,519",0.02%
2020,TX,"DISTRICT ATTORNEY, 110TH JUDICIAL DISTRICT",WADE JACKSON (I),REP,3867,100%,"16,955,519",0.02%
2020,TX,HARRIS COUNTY DISTRICT ATTORNEY,MARY HUFFMAN,REP,720407,46.11%,"16,955,519",9.21%
2020,TX,HARRIS COUNTY DISTRICT ATTORNEY,KIM OGG (I),DEM,841914,53.89%,"16,955,519",9.21%
2020,TX,"DISTRICT ATTORNEY, 112TH JUDICIAL DISTRICT",LAURIE K. ENGLISH (I),REP,8734,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 118TH JUDICIAL DISTRICT",HARDY L. WILKERSON (I),REP,10611,100%,"16,955,519",0.06%
2020,TX,"DISTRICT ATTORNEY, 119TH JUDICIAL DISTRICT",JOHN H. BEST (I),REP,40591,100%,"16,955,519",0.24%
2020,TX,"DISTRICT ATTORNEY, 123RD JUDICIAL DISTRICT",KARREN S. PRICE,REP,8333,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 132ND JUDICIAL DISTRICT",BEN R. SMITH (I),REP,5777,100%,"16,955,519",0.03%
2020,TX,"DISTRICT ATTORNEY, 142ND JUDICIAL DISTRICT",LAURA A. NODOLF (I),REP,53125,100%,"16,955,519",0.31%
2020,TX,"DISTRICT ATTORNEY, 143RD JUDICIAL DISTRICT",RANDALL REYNOLDS (I),DEM,4528,100%,"16,955,519",0.03%
2020,TX,"DISTRICT ATTORNEY, 145TH JUDICIAL DISTRICT",ANDREW JONES,REP,19418,100%,"16,955,519",0.11%
2020,TX,"DISTRICT ATTORNEY, 156TH JUDICIAL DISTRICT",JOSE ALISEDA (I),REP,11811,100%,"16,955,519",0.07%
2020,TX,"DISTRICT ATTORNEY, 159TH JUDICIAL DISTRICT","JANET R, CASSELS (I)",REP,30343,100%,"16,955,519",0.18%
2020,TX,"DISTRICT ATTORNEY, 173RD JUDICIAL DISTRICT",JENNY PALMER,REP,32714,100%,"16,955,519",0.19%
2020,TX,"DISTRICT ATTORNEY, 196TH JUDICIAL DISTRICT",NOBLE D. WALKER JR (I),REP,29874,100%,"16,955,519",0.18%
2020,TX,"DISTRICT ATTORNEY, 198TH JUDICIAL DISTRICT",STEPHEN HARPOLD,REP,33273,100%,"16,955,519",0.2%
2020,TX,"DISTRICT ATTORNEY, 216TH JUDICIAL DISTRICT",LUCY WILKE (I),REP,35905,100%,"16,955,519",0.21%
2020,TX,"DISTRICT ATTORNEY, 220TH JUDICIAL DISTRICT",ADAM SIBLEY (I),REP,16589,100%,"16,955,519",0.1%
2020,TX,"DISTRICT ATTORNEY, 229TH JUDICIAL DISTRICT",GOCHA RAMIREZ,DEM,16032,100%,"16,955,519",0.09%
2020,TX,"DISTRICT ATTORNEY, 235TH JUDICIAL DISTRICT",JOHN WARREN (I),REP,17215,100%,"16,955,519",0.1%
2020,TX,"DISTRICT ATTORNEY, 253RD JUDICIAL DISTRICT",JENNIFER L. BERGMAN,REP,0,0%,"16,955,519",0%
2020,TX,"DISTRICT ATTORNEY, 258TH JUDICIAL DISTRICT",BENNIE L SCHIRO (I),REP,5774,100%,"16,955,519",0.03%
2020,TX,"DISTRICT ATTORNEY, 259TH JUDICIAL DISTRICT",JOE EDD BOAZ (I),REP,7074,100%,"16,955,519",0.04%
2020,TX,"DISTRICT ATTORNEY, 266TH JUDICIAL DISTRICT",ALAN NASH (I),REP,15087,100%,"16,955,519",0.09%
2020,TX,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",GREG LOWERY (I),REP,31481,100%,"16,955,519",0.19%
2020,TX,"DISTRICT ATTORNEY, 286TH JUDICIAL DISTRICT",ANGELA OVERMAN (I),REP,7848,100%,"16,955,519",0.05%
2020,TX,"DISTRICT ATTORNEY, 287TH JUDICIAL DISTRICT",KATHRYN HORTON GURLEY (I),REP,3974,100%,"16,955,519",0.02%
2020,TX,"DISTRICT ATTORNEY, 293RD JUDICIAL DISTRICT",ROBERTO SERNA (I),DEM,16182,100%,"16,955,519",0.1%
2020,TX,"DISTRICT ATTORNEY, 329TH JUDICIAL DISTRICT",DAWN ALLISON (I),REP,14688,100%,"16,955,519",0.09%
2020,TX,"DISTRICT ATTORNEY, 344TH JUDICIAL DISTRICT",CHERYL SWOPE LIECK (I),REP,18273,100%,"16,955,519",0.11%
2020,TX,"DISTRICT ATTORNEY, 349TH JUDICIAL DISTRICT",DONNA KASPAR (I),REP,7384,100%,"16,955,519",0.04%
2020,TX,"DISTRICT ATTORNEY, 355TH JUDICIAL DISTRICT",RYAN SINCLAIR (I),REP,27113,100%,"16,955,519",0.16%
2020,TX,"DISTRICT ATTORNEY, 369TH JUDICIAL DISTRICT",JAMES CALEB HENSON,REP,7341,100%,"16,955,519",0.04%
2020,TX,"DISTRICT ATTORNEY, 506TH JUDICIAL DISTRICT",ANDRIA BENDER (I),REP,10123,100%,"16,955,519",0.06%
2020,TX,DISTRICT ATTORNEY FOR KLEBERG AND KENEDY COUNTIES,JOHN T. HUBERT (I),REP,8953,100%,"16,955,519",0.05%
2020,TX,CRIMINAL DISTRICT ATTORNEY FANNIN COUNTY,RICHARD GLASER (I),REP,12149,100%,"16,955,519",0.07%
2020,TX,CRIMINAL DISTRICT ATTORNEY GRAYSON COUNTY,J. BRETT SMITH (I),REP,52571,100%,"16,955,519",0.31%
2020,TX,CRIMINAL DISTRICT ATTORNEY MEDINA COUNTY,MARK P. HABY (I),REP,18071,100%,"16,955,519",0.11%
2020,TX,CRIMINAL DISTRICT ATTORNEY NAVARRO COUNTY - UNEXPIRED TERM,WILL THOMPSON,REP,16938,100%,"16,955,519",0.1%
2020,TX,CRIMINAL DISTRICT ATTORNEY WOOD COUNTY - UNEXPIRED TERM,ANGELA ALBERS (I),REP,19599,100%,"16,955,519",0.12%
